Flight Information:
Launch Date:            	                       	Wednesday, 10 June 2020	   	                   	Launch Time: 	           	17:05:54    	     	End of Ascent:	     	           	01:25:06
Station name:           	                       	                       	   	                   	Serialnumber:	           	17045707
Ground values:
Pressure:               	                       	1025.5 hPa             	   	                   	Temperature: 	           	13.9 °C     	     	Humidity:     	     	           	77 %
Wind Direction:         	                       	315 °                  	   	                   	Wind Speed:  	           	0 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 °             	   	                   	Latitude:    	           	46.860 °    	     	Altitude:     	     	           	978 m
Staff:
Company:                	                       	
Operator:               	                       	                       	   	                   	
Events:
Highest Point:          	                       	16.3 hPa               	   	                   	28998 m
Tropopauses:            	                       	1.: 225.0 hPa          	   	                   	             	           	
Max Winds:              	                       	                       	   	                   	             	           	
Remarks:

Profile Data:
Time                    	P                      	T                      	Hu 	Ws                 	Wd           	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]          	[°]        	[°]         	[m]  	[m]           	[°C] 	[°C]       	[m/s]   	[kg/m3]
3454                    	69.4                   	-54.8                  	2  	5.3                	202          	-113.487823	46.759387   	19583	19525         	-80.8	-54.8      	5.5     	0.110758
3455                    	69.4                   	-54.8                  	2  	5.3                	204          	-113.487783	46.759413   	19589	19531         	-80.8	-54.8      	5.5     	0.110661
3456                    	69.3                   	-54.8                  	2  	5.3                	205          	-113.487742	46.759439   	19594	19536         	-80.8	-54.8      	5.5     	0.110565
3457                    	69.2                   	-54.8                  	2  	5.2                	206          	-113.487702	46.759465   	19600	19542         	-80.8	-54.8      	5.5     	0.110468
3458                    	69.2                   	-54.8                  	2  	5.2                	208          	-113.487661	46.759491   	19605	19547         	-80.8	-54.8      	5.5     	0.110372
3459                    	69.1                   	-54.8                  	2  	5.1                	209          	-113.487621	46.759517   	19611	19553         	-80.8	-54.8      	5.5     	0.110276
3460                    	69.1                   	-54.8                  	2  	5.1                	210          	-113.487580	46.759543   	19616	19558         	-80.8	-54.8      	5.5     	0.110180
3461                    	69.0                   	-54.8                  	2  	5.1                	212          	-113.487540	46.759570   	19622	19564         	-80.8	-54.8      	5.5     	0.110084
3462                    	68.9                   	-54.8                  	2  	5.0                	213          	-113.487500	46.759596   	19627	19569         	-80.8	-54.8      	5.5     	0.109988
3463                    	68.9                   	-54.8                  	2  	5.0                	215          	-113.487459	46.759622   	19633	19575         	-80.8	-54.8      	5.5     	0.109892
3464                    	68.8                   	-54.8                  	2  	4.9                	216          	-113.487419	46.759648   	19638	19580         	-80.8	-54.8      	5.5     	0.109796
3465                    	68.8                   	-54.8                  	2  	4.9                	218          	-113.487378	46.759674   	19644	19585         	-80.8	-54.8      	5.5     	0.109700
3466                    	68.7                   	-54.7                  	2  	4.9                	219          	-113.487338	46.759700   	19649	19591         	-80.8	-54.7      	5.5     	0.109605
3467                    	68.6                   	-54.7                  	2  	4.8                	221          	-113.487298	46.759726   	19655	19596         	-80.8	-54.7      	5.5     	0.109509
3468                    	68.6                   	-54.7                  	2  	4.8                	222          	-113.487257	46.759752   	19660	19602         	-80.8	-54.7      	5.5     	0.109414
3469                    	68.5                   	-54.7                  	2  	4.7                	224          	-113.487217	46.759778   	19666	19607         	-80.7	-54.7      	5.5     	0.109319
3470                    	68.5                   	-54.7                  	2  	4.7                	225          	-113.487176	46.759804   	19671	19613         	-80.7	-54.7      	5.5     	0.109223
3471                    	68.4                   	-54.7                  	2  	4.6                	226          	-113.487136	46.759830   	19677	19618         	-80.7	-54.7      	5.5     	0.109128
3472                    	68.3                   	-54.7                  	2  	4.5                	227          	-113.487096	46.759857   	19682	19624         	-80.7	-54.7      	5.5     	0.109033
3473                    	68.3                   	-54.7                  	2  	4.4                	228          	-113.487055	46.759883   	19688	19629         	-80.7	-54.7      	5.5     	0.108938
3474                    	68.2                   	-54.7                  	2  	4.3                	228          	-113.487015	46.759909   	19693	19635         	-80.7	-54.7      	5.5     	0.108843
3475                    	68.2                   	-54.7                  	2  	4.3                	229          	-113.486974	46.759935   	19699	19640         	-80.7	-54.7      	5.5     	0.108749
3476                    	68.1                   	-54.7                  	2  	4.2                	230          	-113.486934	46.759961   	19704	19646         	-80.7	-54.7      	5.5     	0.108654
3477                    	68.1                   	-54.7                  	2  	4.1                	231          	-113.486894	46.759987   	19710	19651         	-80.7	-54.7      	5.5     	0.108559
3478                    	68.0                   	-54.7                  	2  	4.0                	232          	-113.486853	46.760013   	19715	19657         	-80.7	-54.7      	5.5     	0.108465
3479                    	67.9                   	-54.7                  	2  	4.0                	233          	-113.486813	46.760039   	19721	19662         	-80.7	-54.7      	5.5     	0.108368
3480                    	67.9                   	-54.7                  	2  	3.9                	234          	-113.486772	46.760065   	19726	19667         	-80.7	-54.7      	5.5     	0.108267
3481                    	67.8                   	-54.7                  	2  	3.8                	235          	-113.486769	46.760068   	19731	19673         	-80.7	-54.7      	5.4     	0.108169
3482                    	67.8                   	-54.6                  	2  	3.7                	236          	-113.486767	46.760070   	19737	19678         	-80.7	-54.6      	5.3     	0.108071
3483                    	67.7                   	-54.6                  	2  	3.6                	237          	-113.486764	46.760072   	19742	19683         	-80.7	-54.6      	5.3     	0.107974
3484                    	67.7                   	-54.6                  	2  	3.6                	238          	-113.486761	46.760074   	19747	19689         	-80.6	-54.6      	5.3     	0.107876
3485                    	67.6                   	-54.6                  	2  	3.5                	240          	-113.486759	46.760076   	19753	19694         	-80.6	-54.6      	5.3     	0.107778
3486                    	67.5                   	-54.6                  	2  	3.4                	241          	-113.486756	46.760078   	19758	19699         	-80.6	-54.6      	5.3     	0.107681
3487                    	67.5                   	-54.6                  	2  	3.3                	242          	-113.486754	46.760081   	19763	19705         	-80.6	-54.6      	5.3     	0.107584
3488                    	67.4                   	-54.5                  	2  	3.2                	244          	-113.486751	46.760083   	19769	19710         	-80.6	-54.5      	5.3     	0.107487
3489                    	67.4                   	-54.5                  	2  	3.1                	245          	-113.486748	46.760085   	19774	19715         	-80.6	-54.5      	5.3     	0.107390
3490                    	67.3                   	-54.5                  	2  	3.1                	247          	-113.486746	46.760087   	19779	19720         	-80.6	-54.5      	5.3     	0.107293
3491                    	67.3                   	-54.5                  	2  	3.0                	247          	-113.486743	46.760089   	19785	19726         	-80.6	-54.5      	5.3     	0.107196
3492                    	67.2                   	-54.5                  	2  	2.9                	247          	-113.486741	46.760091   	19790	19731         	-80.6	-54.5      	5.3     	0.107099
3493                    	67.2                   	-54.5                  	2  	2.8                	246          	-113.486738	46.760093   	19795	19736         	-80.6	-54.5      	5.3     	0.107005
